QSPRID	pchembl_value_median_Label	pchembl_value_median_Prediction	Fold
ADORA1_Ki_train_3410	6.91	6.1276	1.0
ADORA1_Ki_train_1284	6.36	6.43672	1.0
ADORA1_Ki_train_0653	5.58	6.36901	1.0
ADORA1_Ki_train_3650	5.54	6.0118	1.0
ADORA1_Ki_train_2076	5.64	6.1755	1.0
ADORA1_Ki_train_1454	5.87	6.54901	1.0
ADORA1_Ki_train_0460	7.14	6.43954	1.0
ADORA1_Ki_train_0470	6.62	7.16465	1.0
ADORA1_Ki_train_1534	7.34	6.36154	1.0
ADORA1_Ki_train_1642	5.7	6.55901	1.0
ADORA1_Ki_train_2335	7.3	7.93376	1.0
ADORA1_Ki_train_0848	6.01	6.22872	1.0
ADORA1_Ki_train_1959	6.91	6.91738	1.0
ADORA1_Ki_train_2399	5.6	6.03815	1.0
ADORA1_Ki_train_1637	5.12	5.62665	1.0
ADORA1_Ki_train_3481	6.25	6.73068	1.0
ADORA1_Ki_train_2028	6.1	5.93532	1.0
ADORA1_Ki_train_1506	8.05	7.01483	1.0
ADORA1_Ki_train_2233	8.39	7.29313	1.0
ADORA1_Ki_train_0458	5.8	6.20254	1.0
ADORA1_Ki_train_3345	8.97	7.5916	1.0
ADORA1_Ki_train_2018	8.39	8.21105	1.0
ADORA1_Ki_train_0531	5.41	7.35759	1.0
ADORA1_Ki_train_1372	7.78	7.12445	1.0
ADORA1_Ki_train_2262	6.2	5.7415	1.0
ADORA1_Ki_train_2923	6.225	5.8721	1.0
ADORA1_Ki_train_0398	6.65	7.48578	1.0
ADORA1_Ki_train_3373	6.52	6.38749	1.0
ADORA1_Ki_train_1526	7.68	6.5182	1.0
ADORA1_Ki_train_2848	5.29	5.64111	1.0
ADORA1_Ki_train_2088	5.97	6.41106	1.0
ADORA1_Ki_train_1213	6.35	6.35627	1.0
ADORA1_Ki_train_1660	8.12	6.44292	1.0
ADORA1_Ki_train_3258	5.07	5.64671	1.0
ADORA1_Ki_train_0353	5.64	5.96001	1.0
ADORA1_Ki_train_2984	5.2	5.93075	1.0
ADORA1_Ki_train_1702	6.84	8.3005	1.0
ADORA1_Ki_train_2457	6.54	6.51796	1.0
ADORA1_Ki_train_2466	7.35	7.4268	1.0
ADORA1_Ki_train_1097	7.09	6.82834	1.0
ADORA1_Ki_train_1874	5.44	5.15454	1.0
ADORA1_Ki_train_3534	6.52	6.5143	1.0
ADORA1_Ki_train_2828	5.21	5.88603	1.0
ADORA1_Ki_train_1837	5.8	6.38418	1.0
ADORA1_Ki_train_2982	7.13	6.52894	1.0
ADORA1_Ki_train_2645	6.28	5.59623	1.0
ADORA1_Ki_train_2817	8.92	8.11614	1.0
ADORA1_Ki_train_2081	5.95	6.13629	1.0
ADORA1_Ki_train_1641	6.82	6.69695	1.0
ADORA1_Ki_train_1623	6.12	6.60601	1.0
ADORA1_Ki_train_2411	6.58	7.01408	1.0
ADORA1_Ki_train_3545	6.92	6.90613	1.0
ADORA1_Ki_train_1166	7.31	8.03896	1.0
ADORA1_Ki_train_1930	7.43	7.70273	1.0
ADORA1_Ki_train_1177	6.55	5.94977	1.0
ADORA1_Ki_train_2337	5.19	5.64125	1.0
ADORA1_Ki_train_1696	6.11	6.18376	1.0
ADORA1_Ki_train_3381	5.17	5.69048	1.0
ADORA1_Ki_train_2243	7.73	7.93656	1.0
ADORA1_Ki_train_0625	6.73	6.75819	1.0
ADORA1_Ki_train_3300	6.06	6.35529	1.0
ADORA1_Ki_train_1841	5.76	5.84091	1.0
ADORA1_Ki_train_3322	6.5	6.42907	1.0
ADORA1_Ki_train_3253	7.6	7.19685	1.0
ADORA1_Ki_train_2410	5.64	4.99043	1.0
ADORA1_Ki_train_0959	6.1	5.44338	1.0
ADORA1_Ki_train_2942	7.06	6.2483	1.0
ADORA1_Ki_train_3649	4.27	5.47508	1.0
ADORA1_Ki_train_1217	5.16	5.36894	1.0
ADORA1_Ki_train_1493	9.0	8.4568	1.0
ADORA1_Ki_train_1239	4.7	4.56931	1.0
ADORA1_Ki_train_0452	6.0	5.5384	1.0
ADORA1_Ki_train_0769	6.35	6.99356	1.0
ADORA1_Ki_train_1772	7.1	6.99822	1.0
ADORA1_Ki_train_2292	5.69	6.52738	1.0
ADORA1_Ki_train_1132	7.76	7.81498	1.0
ADORA1_Ki_train_1101	7.2	6.68189	1.0
ADORA1_Ki_train_0389	6.66	6.21729	1.0
ADORA1_Ki_train_2105	5.8	5.64122	1.0
ADORA1_Ki_train_2537	5.01	6.04863	1.0
ADORA1_Ki_train_3176	5.46	5.53302	1.0
ADORA1_Ki_train_1856	7.05	7.08632	1.0
ADORA1_Ki_train_3393	5.85	6.3711	1.0
ADORA1_Ki_train_0960	7.74	7.6135	1.0
ADORA1_Ki_train_3664	6.13	6.45324	1.0
ADORA1_Ki_train_1342	4.93	5.54102	1.0
ADORA1_Ki_train_1002	8.74	7.82532	1.0
ADORA1_Ki_train_3163	6.0	5.81492	1.0
ADORA1_Ki_train_2535	6.22	6.01697	1.0
ADORA1_Ki_train_0060	6.93	7.12599	1.0
ADORA1_Ki_train_1896	8.51	8.2245	1.0
ADORA1_Ki_train_3187	7.5	6.63132	1.0
ADORA1_Ki_train_2311	6.95	7.78858	1.0
ADORA1_Ki_train_1949	5.72	6.03757	1.0
ADORA1_Ki_train_2673	6.25	6.58945	1.0
ADORA1_Ki_train_1207	7.17	6.88843	1.0
ADORA1_Ki_train_0283	6.82	6.36355	1.0
ADORA1_Ki_train_0673	6.31	6.59216	1.0
ADORA1_Ki_train_2101	7.78	7.40046	1.0
ADORA1_Ki_train_1951	5.76	5.74104	1.0
ADORA1_Ki_train_1569	6.61	6.94791	1.0
ADORA1_Ki_train_3305	6.02	6.32277	1.0
ADORA1_Ki_train_2261	7.1	8.03187	1.0
ADORA1_Ki_train_1162	5.87	5.9476	1.0
ADORA1_Ki_train_2016	5.77	6.05865	1.0
ADORA1_Ki_train_1602	6.21	5.77333	1.0
ADORA1_Ki_train_1935	8.33	8.03859	1.0
ADORA1_Ki_train_0232	7.26	6.00526	1.0
ADORA1_Ki_train_1121	6.85	6.89211	1.0
ADORA1_Ki_train_1285	7.16	6.44822	1.0
ADORA1_Ki_train_2782	5.84	5.97387	1.0
ADORA1_Ki_train_2831	6.43	6.26817	1.0
ADORA1_Ki_train_3533	6.28	6.18904	1.0
ADORA1_Ki_train_1075	7.6	8.29621	1.0
ADORA1_Ki_train_1469	6.1	5.61339	1.0
ADORA1_Ki_train_3531	5.38	6.04711	1.0
ADORA1_Ki_train_0376	6.8	6.9326	1.0
ADORA1_Ki_train_2057	8.02	5.947	1.0
ADORA1_Ki_train_1968	5.23	5.53016	1.0
ADORA1_Ki_train_0808	6.39	6.45334	1.0
ADORA1_Ki_train_2433	6.92	6.03744	1.0
ADORA1_Ki_train_2827	6.68	6.59458	1.0
ADORA1_Ki_train_2935	9.05	7.55452	1.0
ADORA1_Ki_train_2483	7.29	6.87696	1.0
ADORA1_Ki_train_2048	4.78	5.20983	1.0
ADORA1_Ki_train_1908	8.37	8.08906	1.0
ADORA1_Ki_train_1415	8.72	7.67416	1.0
ADORA1_Ki_train_3177	5.02	5.39264	1.0
ADORA1_Ki_train_3277	6.75	7.67979	1.0
ADORA1_Ki_train_0852	7.46	7.28181	1.0
ADORA1_Ki_train_0873	6.21	6.71072	1.0
ADORA1_Ki_train_3291	5.98	6.37539	1.0
ADORA1_Ki_train_2858	5.43	6.00527	1.0
ADORA1_Ki_train_0047	6.11	6.63085	1.0
ADORA1_Ki_train_1364	7.37	6.9681	1.0
ADORA1_Ki_train_2819	6.47	6.54473	1.0
ADORA1_Ki_train_2566	8.83	7.70045	1.0
ADORA1_Ki_train_0957	6.74	7.18572	1.0
ADORA1_Ki_train_1376	5.12	6.24562	1.0
ADORA1_Ki_train_2489	5.71	5.79741	1.0
ADORA1_Ki_train_2792	6.01	6.44564	1.0
ADORA1_Ki_train_0473	7.39	6.73724	1.0
ADORA1_Ki_train_1758	4.47	4.67434	1.0
ADORA1_Ki_train_2210	9.09	7.65986	1.0
ADORA1_Ki_train_1518	5.41	5.79012	1.0
ADORA1_Ki_train_0880	6.87	6.77246	1.0
ADORA1_Ki_train_3317	6.97	6.10604	1.0
ADORA1_Ki_train_1279	5.98	6.04569	1.0
ADORA1_Ki_train_0526	7.85	7.47373	1.0
ADORA1_Ki_train_2113	5.42	6.00075	1.0
ADORA1_Ki_train_0637	5.76	6.13748	1.0
ADORA1_Ki_train_2652	7.11	6.99383	1.0
ADORA1_Ki_train_0034	7.3	7.22414	1.0
ADORA1_Ki_train_3105	5.71	5.12915	1.0
ADORA1_Ki_train_0750	5.31	5.62655	1.0
ADORA1_Ki_train_0546	4.91	6.08279	1.0
ADORA1_Ki_train_2940	6.61	6.73809	1.0
ADORA1_Ki_train_1408	6.6	6.06257	1.0
ADORA1_Ki_train_1986	7.14	7.38309	1.0
ADORA1_Ki_train_1711	5.9	5.58752	1.0
ADORA1_Ki_train_0703	7.63	7.59309	1.0
ADORA1_Ki_train_2974	6.86	7.11892	1.0
ADORA1_Ki_train_2841	6.54	6.37717	1.0
ADORA1_Ki_train_0768	5.785	6.17503	1.0
ADORA1_Ki_train_3058	5.48	5.743	1.0
ADORA1_Ki_train_3654	7.85	7.21822	1.0
ADORA1_Ki_train_0734	5.69	5.90081	1.0
ADORA1_Ki_train_1577	4.6	5.069	1.0
ADORA1_Ki_train_2826	5.38	5.72575	1.0
ADORA1_Ki_train_2856	7.58	6.74704	1.0
ADORA1_Ki_train_3081	8.43	8.8241	1.0
ADORA1_Ki_train_1910	6.05	5.84511	1.0
ADORA1_Ki_train_1759	5.83	6.42741	1.0
ADORA1_Ki_train_1128	6.65	6.81329	1.0
ADORA1_Ki_train_2194	7.92	6.95461	1.0
ADORA1_Ki_train_3669	6.02	5.74462	2.0
ADORA1_Ki_train_0518	6.0	6.01036	2.0
ADORA1_Ki_train_2992	5.39	5.43751	2.0
ADORA1_Ki_train_2018	8.39	8.33255	2.0
ADORA1_Ki_train_0947	5.43	5.60167	2.0
ADORA1_Ki_train_1891	7.46	7.18116	2.0
ADORA1_Ki_train_1689	5.41	5.39913	2.0
ADORA1_Ki_train_2253	6.27	6.87608	2.0
ADORA1_Ki_train_1622	8.44	7.29439	2.0
ADORA1_Ki_train_3663	6.83	6.96949	2.0
ADORA1_Ki_train_1157	4.75	5.12577	2.0
ADORA1_Ki_train_1506	8.05	6.99633	2.0
ADORA1_Ki_train_3609	8.47	8.06893	2.0
ADORA1_Ki_train_1165	6.1	6.04277	2.0
ADORA1_Ki_train_2230	5.52	6.13449	2.0
ADORA1_Ki_train_3090	6.9	7.26822	2.0
ADORA1_Ki_train_2355	7.17	7.82342	2.0
ADORA1_Ki_train_1671	7.29	7.45013	2.0
ADORA1_Ki_train_2181	5.58	6.35829	2.0
ADORA1_Ki_train_0487	8.57	8.232	2.0
ADORA1_Ki_train_0336	6.46	6.47782	2.0
ADORA1_Ki_train_0875	5.84	5.55273	2.0
ADORA1_Ki_train_3079	7.24	7.43602	2.0
ADORA1_Ki_train_3419	5.94	6.14397	2.0
ADORA1_Ki_train_2640	6.99	6.55299	2.0
ADORA1_Ki_train_0242	7.6	7.05507	2.0
ADORA1_Ki_train_0758	5.96	6.30516	2.0
ADORA1_Ki_train_2619	8.08	6.56332	2.0
ADORA1_Ki_train_0876	8.38	7.99716	2.0
ADORA1_Ki_train_0662	6.39	6.24915	2.0
ADORA1_Ki_train_0193	5.89	5.90851	2.0
ADORA1_Ki_train_1023	6.7	6.81364	2.0
ADORA1_Ki_train_1696	6.11	6.16326	2.0
ADORA1_Ki_train_3459	6.65	6.89099	2.0
ADORA1_Ki_train_0633	5.44	6.12987	2.0
ADORA1_Ki_train_1049	6.47	6.09634	2.0
ADORA1_Ki_train_2251	7.3	6.64765	2.0
ADORA1_Ki_train_1487	6.58	6.9437	2.0
ADORA1_Ki_train_3201	5.56	6.55853	2.0
ADORA1_Ki_train_3652	6.17	6.63188	2.0
ADORA1_Ki_train_0979	8.07	7.61444	2.0
ADORA1_Ki_train_1868	7.38	6.92185	2.0
ADORA1_Ki_train_2886	9.36	8.98686	2.0
ADORA1_Ki_train_1129	5.48	6.18868	2.0
ADORA1_Ki_train_3421	6.39	6.61167	2.0
ADORA1_Ki_train_1236	8.14	8.63586	2.0
ADORA1_Ki_train_1103	7.25	7.52238	2.0
ADORA1_Ki_train_0066	7.35	7.54782	2.0
ADORA1_Ki_train_3142	7.92	7.82477	2.0
ADORA1_Ki_train_2159	6.69	6.64114	2.0
ADORA1_Ki_train_0061	6.19	7.21402	2.0
ADORA1_Ki_train_0485	6.39	6.25488	2.0
ADORA1_Ki_train_1539	5.27	5.0581	2.0
ADORA1_Ki_train_0286	6.58	6.26704	2.0
ADORA1_Ki_train_2791	6.72	6.76522	2.0
ADORA1_Ki_train_1377	4.9	5.07777	2.0
ADORA1_Ki_train_2096	6.3	5.81703	2.0
ADORA1_Ki_train_0155	7.09	7.61889	2.0
ADORA1_Ki_train_1132	7.76	7.78908	2.0
ADORA1_Ki_train_0960	7.74	7.25807	2.0
ADORA1_Ki_train_2042	6.43	6.76064	2.0
ADORA1_Ki_train_3610	5.59	5.71002	2.0
ADORA1_Ki_train_0619	7.42	6.62051	2.0
ADORA1_Ki_train_2186	5.54	5.67854	2.0
ADORA1_Ki_train_2672	6.75	6.44109	2.0
ADORA1_Ki_train_1926	7.03	6.98297	2.0
ADORA1_Ki_train_1334	6.0	5.46888	2.0
ADORA1_Ki_train_1302	5.22	6.49844	2.0
ADORA1_Ki_train_2483	7.29	6.84042	2.0
ADORA1_Ki_train_3134	5.68	6.85098	2.0
ADORA1_Ki_train_3244	6.75	5.98024	2.0
ADORA1_Ki_train_0156	7.28	6.75444	2.0
ADORA1_Ki_train_1283	6.0	6.88509	2.0
ADORA1_Ki_train_3524	6.52	6.67072	2.0
ADORA1_Ki_train_0082	7.47	7.8247	2.0
ADORA1_Ki_train_3666	6.96	6.54495	2.0
ADORA1_Ki_train_2800	8.0	7.85628	2.0
ADORA1_Ki_train_0698	5.94	6.33576	2.0
ADORA1_Ki_train_1656	5.54	5.35564	2.0
ADORA1_Ki_train_0359	4.37	6.2482	2.0
ADORA1_Ki_train_1640	7.17	6.50093	2.0
ADORA1_Ki_train_2722	5.22	7.25573	2.0
ADORA1_Ki_train_2202	4.83	5.01261	2.0
ADORA1_Ki_train_0142	8.52	7.72746	2.0
ADORA1_Ki_train_1325	5.31	6.02526	2.0
ADORA1_Ki_train_3267	7.505	6.90821	2.0
ADORA1_Ki_train_3276	5.6	6.73617	2.0
ADORA1_Ki_train_1606	5.75	6.01973	2.0
ADORA1_Ki_train_0550	6.36	6.27714	2.0
ADORA1_Ki_train_1523	6.6	7.00088	2.0
ADORA1_Ki_train_1252	6.11	6.10754	2.0
ADORA1_Ki_train_2504	7.32	7.12844	2.0
ADORA1_Ki_train_0993	6.57	6.84796	2.0
ADORA1_Ki_train_2605	6.6	6.38927	2.0
ADORA1_Ki_train_2951	6.3	6.20376	2.0
ADORA1_Ki_train_1191	7.16	7.29793	2.0
ADORA1_Ki_train_2214	7.62	8.11336	2.0
ADORA1_Ki_train_2261	7.1	8.19421	2.0
ADORA1_Ki_train_2912	5.93	6.68415	2.0
ADORA1_Ki_train_2184	5.71	7.415	2.0
ADORA1_Ki_train_2004	5.95	6.59968	2.0
ADORA1_Ki_train_3383	4.49	5.68891	2.0
ADORA1_Ki_train_0510	5.66	6.20793	2.0
ADORA1_Ki_train_3111	6.2	6.59343	2.0
ADORA1_Ki_train_1181	7.13	6.00299	2.0
ADORA1_Ki_train_2613	6.19	6.33117	2.0
ADORA1_Ki_train_0962	7.7	7.23796	2.0
ADORA1_Ki_train_0097	5.32	5.70922	2.0
ADORA1_Ki_train_1046	8.07	7.4887	2.0
ADORA1_Ki_train_1308	5.73	6.0969	2.0
ADORA1_Ki_train_3621	7.77	7.50952	2.0
ADORA1_Ki_train_1304	6.26	6.33442	2.0
ADORA1_Ki_train_2541	7.55	8.00839	2.0
ADORA1_Ki_train_1205	6.52	6.59441	2.0
ADORA1_Ki_train_2795	6.32	6.44257	2.0
ADORA1_Ki_train_1152	6.35	5.6137	2.0
ADORA1_Ki_train_0024	8.08	7.61245	2.0
ADORA1_Ki_train_1792	7.02	6.979	2.0
ADORA1_Ki_train_0023	6.72	6.56994	2.0
ADORA1_Ki_train_3136	8.16	8.46944	2.0
ADORA1_Ki_train_2495	6.2	6.9914	2.0
ADORA1_Ki_train_2321	4.89	4.97356	2.0
ADORA1_Ki_train_3139	5.38	6.13472	2.0
ADORA1_Ki_train_2333	6.35	6.22574	2.0
ADORA1_Ki_train_2098	7.23	7.07674	2.0
ADORA1_Ki_train_1145	6.05	7.3613	2.0
ADORA1_Ki_train_3235	6.98	6.50478	2.0
ADORA1_Ki_train_3168	5.07	5.29633	2.0
ADORA1_Ki_train_1107	9.27	8.0925	2.0
ADORA1_Ki_train_0995	5.16	6.07754	2.0
ADORA1_Ki_train_1235	6.84	6.83073	2.0
ADORA1_Ki_train_2102	5.55	5.62452	2.0
ADORA1_Ki_train_1062	7.07	6.01414	2.0
ADORA1_Ki_train_2331	5.02	7.96433	2.0
ADORA1_Ki_train_1824	5.92	6.59962	2.0
ADORA1_Ki_train_2305	8.85	8.59426	2.0
ADORA1_Ki_train_0613	5.97	7.27196	2.0
ADORA1_Ki_train_2741	9.21	8.95253	2.0
ADORA1_Ki_train_3488	6.67	6.10176	2.0
ADORA1_Ki_train_0502	4.92	5.0358	2.0
ADORA1_Ki_train_3672	6.5	5.89748	2.0
ADORA1_Ki_train_1658	5.61	5.75016	2.0
ADORA1_Ki_train_2056	6.91	6.37663	2.0
ADORA1_Ki_train_3099	7.7	6.59846	2.0
ADORA1_Ki_train_2283	6.51	6.63423	2.0
ADORA1_Ki_train_3356	6.97	6.91206	2.0
ADORA1_Ki_train_0989	8.72	7.78051	2.0
ADORA1_Ki_train_2767	6.62	6.82422	2.0
ADORA1_Ki_train_1906	6.66	7.21174	2.0
ADORA1_Ki_train_2388	6.67	6.69356	2.0
ADORA1_Ki_train_1001	5.56	6.47531	2.0
ADORA1_Ki_train_1862	5.64	6.4853	2.0
ADORA1_Ki_train_3579	6.55	6.53841	2.0
ADORA1_Ki_train_0489	7.5	7.84275	2.0
ADORA1_Ki_train_1444	9.6	7.57526	2.0
ADORA1_Ki_train_0722	7.1	7.13636	2.0
ADORA1_Ki_train_2728	6.89	6.95244	2.0
ADORA1_Ki_train_3162	8.55	8.93309	2.0
ADORA1_Ki_train_1837	5.8	6.38483	2.0
ADORA1_Ki_train_0784	6.77	6.42875	2.0
ADORA1_Ki_train_1970	6.38	6.39433	2.0
ADORA1_Ki_train_2244	6.08	6.20652	2.0
ADORA1_Ki_train_2842	6.43	6.76674	2.0
ADORA1_Ki_train_1292	6.48	6.64703	2.0
ADORA1_Ki_train_1300	7.39	7.02642	2.0
ADORA1_Ki_train_2662	7.19	6.4786	2.0
ADORA1_Ki_train_0454	8.29	7.26039	2.0
ADORA1_Ki_train_3250	7.56	6.62416	2.0
ADORA1_Ki_train_0213	6.22	5.83124	2.0
ADORA1_Ki_train_1343	7.6	7.9319	2.0
ADORA1_Ki_train_0048	6.1	5.41265	2.0
ADORA1_Ki_train_1827	7.85	7.33373	2.0
ADORA1_Ki_train_2182	6.76	6.15538	2.0
ADORA1_Ki_train_0261	5.3	6.06356	2.0
ADORA1_Ki_train_0922	7.82	7.61574	2.0
ADORA1_Ki_train_1847	5.58	5.89894	2.0
ADORA1_Ki_train_0953	6.7	6.69742	2.0
ADORA1_Ki_train_1214	7.62	7.47454	2.0
ADORA1_Ki_train_1467	9.3	7.69258	2.0
ADORA1_Ki_train_1396	5.56	5.8109	2.0
ADORA1_Ki_train_3595	8.04	7.80296	2.0
ADORA1_Ki_train_2836	5.655	5.55356	2.0
ADORA1_Ki_train_2335	7.3	7.97532	2.0
ADORA1_Ki_train_1527	8.56	8.27597	2.0
ADORA1_Ki_train_2641	6.31	5.68995	2.0
ADORA1_Ki_train_0934	6.51	6.66106	2.0
ADORA1_Ki_train_2981	6.22	5.81026	2.0
ADORA1_Ki_train_0535	5.61	5.94779	2.0
ADORA1_Ki_train_2600	8.64	7.91902	2.0
ADORA1_Ki_train_2727	5.81	6.39188	2.0
ADORA1_Ki_train_1402	6.6	7.47062	2.0
ADORA1_Ki_train_0046	5.13	5.133	2.0
ADORA1_Ki_train_0576	7.33	7.042	2.0
ADORA1_Ki_train_1991	6.27	7.56419	2.0
ADORA1_Ki_train_0049	5.95	6.13648	2.0
ADORA1_Ki_train_2829	5.49	5.73192	2.0
ADORA1_Ki_train_1468	7.09	6.17842	2.0
ADORA1_Ki_train_1420	6.36	7.11819	2.0
ADORA1_Ki_train_0435	5.89	6.00664	2.0
ADORA1_Ki_train_2500	7.59	6.61296	2.0
ADORA1_Ki_train_1802	7.38	7.09514	2.0
ADORA1_Ki_train_1904	5.14	5.88229	2.0
ADORA1_Ki_train_0913	5.78	5.63209	2.0
ADORA1_Ki_train_1884	5.14	6.2302	2.0
ADORA1_Ki_train_3324	7.48	7.25476	2.0
ADORA1_Ki_train_1823	5.76	6.54606	2.0
ADORA1_Ki_train_1428	8.3	6.72468	2.0
ADORA1_Ki_train_2257	7.0	6.12536	2.0
ADORA1_Ki_train_0226	5.29	6.30986	2.0
ADORA1_Ki_train_0667	6.27	5.79283	2.0
ADORA1_Ki_train_0545	6.65	6.42563	2.0
ADORA1_Ki_train_3035	6.14	6.3446	2.0
ADORA1_Ki_train_2417	5.06	6.36953	2.0
ADORA1_Ki_train_2872	7.65	7.10734	2.0
ADORA1_Ki_train_1786	6.7	6.18668	2.0
ADORA1_Ki_train_2068	7.92	6.56637	2.0
ADORA1_Ki_train_2279	8.49	8.13274	2.0
ADORA1_Ki_train_1388	5.62	5.72775	2.0
ADORA1_Ki_train_2365	5.7	6.80042	2.0
ADORA1_Ki_train_0646	6.9	7.23551	2.0
ADORA1_Ki_train_1641	6.82	6.81492	2.0
ADORA1_Ki_train_0000	6.46	7.62441	2.0
ADORA1_Ki_train_2441	8.11	7.70002	2.0
ADORA1_Ki_train_1234	6.39	6.07293	2.0
ADORA1_Ki_train_1110	7.0	7.59833	2.0
ADORA1_Ki_train_1816	7.21	7.21126	2.0
ADORA1_Ki_train_0582	6.7	6.51892	2.0
ADORA1_Ki_train_2079	7.47	7.31963	2.0
ADORA1_Ki_train_0673	6.31	6.57306	2.0
ADORA1_Ki_train_1121	6.85	6.91081	2.0
ADORA1_Ki_train_0808	6.39	6.56405	2.0
ADORA1_Ki_train_2581	6.51	6.30718	2.0
ADORA1_Ki_train_0908	6.85	7.03435	2.0
ADORA1_Ki_train_3320	5.68	6.10088	2.0
ADORA1_Ki_train_0849	7.12	6.91387	2.0
ADORA1_Ki_train_1772	7.1	6.70777	2.0
ADORA1_Ki_train_3308	7.19	6.7336	2.0
ADORA1_Ki_train_3658	9.01	8.72401	2.0
ADORA1_Ki_train_0918	5.38	5.45147	2.0
ADORA1_Ki_train_1368	5.4	5.61967	2.0
ADORA1_Ki_train_0105	6.855	5.88547	2.0
ADORA1_Ki_train_3456	5.32	5.82054	2.0
ADORA1_Ki_train_0447	6.25	6.56662	2.0
ADORA1_Ki_train_2347	6.99	8.16922	2.0
ADORA1_Ki_train_2458	6.29	5.72558	2.0
ADORA1_Ki_train_1056	6.24	6.24155	2.0
ADORA1_Ki_train_3251	6.03	6.54106	2.0
ADORA1_Ki_train_0911	4.83	5.75646	2.0
ADORA1_Ki_train_2410	5.64	4.81468	2.0
ADORA1_Ki_train_3067	5.18	5.71991	2.0
ADORA1_Ki_train_3140	5.91	6.43939	2.0
ADORA1_Ki_train_1897	7.55	7.39002	2.0
ADORA1_Ki_train_0975	6.23	6.26992	2.0
ADORA1_Ki_train_0971	8.62	8.34714	2.0
ADORA1_Ki_train_2811	8.41	8.01231	2.0
ADORA1_Ki_train_1688	7.85	6.88391	2.0
ADORA1_Ki_train_2364	5.09	5.61593	2.0
ADORA1_Ki_train_0591	5.77	5.52092	2.0
ADORA1_Ki_train_1600	6.785	6.19713	2.0
ADORA1_Ki_train_3264	6.8	6.84857	2.0
ADORA1_Ki_train_0846	5.3	6.23156	2.0
ADORA1_Ki_train_2337	5.19	5.62725	2.0
ADORA1_Ki_train_3584	5.98	6.88452	2.0
ADORA1_Ki_train_2466	7.35	7.4644	2.0
ADORA1_Ki_train_2996	6.67	7.19476	2.0
ADORA1_Ki_train_3296	7.04	7.13753	2.0
ADORA1_Ki_train_1409	7.0	6.37265	2.0
ADORA1_Ki_train_1033	6.52	6.57272	2.0
ADORA1_Ki_train_1980	5.3	6.53432	2.0
ADORA1_Ki_train_1341	5.82	6.14123	2.0
ADORA1_Ki_train_0982	5.99	5.89313	2.0
ADORA1_Ki_train_0168	7.43	6.97046	2.0
ADORA1_Ki_train_2565	6.38	6.87278	2.0
ADORA1_Ki_train_2180	6.21	5.97705	2.0
ADORA1_Ki_train_1719	5.26	6.16858	2.0
ADORA1_Ki_train_0099	5.8	5.92432	2.0
ADORA1_Ki_train_0480	6.14	6.58697	2.0
ADORA1_Ki_train_3597	8.75	8.48692	2.0
ADORA1_Ki_train_1184	7.51	7.29647	2.0
ADORA1_Ki_train_3373	6.52	6.38368	2.0
ADORA1_Ki_train_2685	7.5	6.94262	2.0
ADORA1_Ki_train_3341	6.88	5.84501	2.0
ADORA1_Ki_train_0557	5.88	5.8985	2.0
ADORA1_Ki_train_2687	5.7	6.47442	2.0
ADORA1_Ki_train_3543	6.3	6.83693	2.0
ADORA1_Ki_train_0119	6.28	6.42484	2.0
ADORA1_Ki_train_0426	4.53	5.20432	2.0
ADORA1_Ki_train_2761	6.805	6.22905	2.0
ADORA1_Ki_train_0128	5.74	5.96586	2.0
ADORA1_Ki_train_3093	6.1	6.43866	2.0
ADORA1_Ki_train_1079	5.26	5.26605	2.0
ADORA1_Ki_train_0348	4.41	4.41421	2.0
ADORA1_Ki_train_1223	6.41	6.52204	2.0
ADORA1_Ki_train_1453	7.0	7.04027	2.0
ADORA1_Ki_train_2773	7.0	6.50734	2.0
ADORA1_Ki_train_0273	7.01	6.76392	2.0
ADORA1_Ki_train_1218	6.63	5.78814	2.0
ADORA1_Ki_train_0565	6.35	6.1099	2.0
ADORA1_Ki_train_0068	5.3	6.81425	2.0
ADORA1_Ki_train_2140	8.88	8.55024	2.0
ADORA1_Ki_train_1721	5.93	6.42709	2.0
ADORA1_Ki_train_0534	6.25	5.27915	2.0
ADORA1_Ki_train_2286	6.51	5.93835	2.0
ADORA1_Ki_train_3359	7.02	7.25539	2.0
ADORA1_Ki_train_3102	6.39	6.85384	2.0
ADORA1_Ki_train_0546	4.91	6.07138	2.0
ADORA1_Ki_train_0041	4.96	5.10301	2.0
ADORA1_Ki_train_2999	5.92	6.64259	2.0
ADORA1_Ki_train_3046	4.72	5.03457	2.0
ADORA1_Ki_train_1187	8.92	7.68912	2.0
ADORA1_Ki_train_2860	5.86	6.66048	2.0
ADORA1_Ki_train_2455	6.31	5.81688	2.0
ADORA1_Ki_train_2651	7.83	6.55481	2.0
ADORA1_Ki_train_0917	5.96	5.25202	2.0
ADORA1_Ki_train_1829	9.14	9.37111	2.0
ADORA1_Ki_train_2462	5.26	5.70063	2.0
ADORA1_Ki_train_2816	6.66	6.06475	2.0
ADORA1_Ki_train_1294	6.0	5.83109	2.0
ADORA1_Ki_train_0205	5.85	6.28459	2.0
ADORA1_Ki_train_0047	6.11	6.47611	2.0
ADORA1_Ki_train_2052	6.43	6.74483	2.0
ADORA1_Ki_train_1709	6.89	5.75546	2.0
ADORA1_Ki_train_0697	6.88	6.4926	2.0
ADORA1_Ki_train_2801	6.17	5.52275	2.0
